Banner,UPC,Northern California,New York,Kansas,Texas
Whole Foods,545133835,40.59,,1.99,34.99
Wegmans,545133835,,32.99,,32.09
Trader Joes,545133835,,32.39,,31.39
Safeway,545133835,,,32.69,32.99
Walmart,545133835,,30.71,,29.81
Whole Foods,545319478,,59.09,1.99,
Trader Joes,545319478,,,,51.49
Safeway,545319478,,,53.59,54.09
Wegmans,545319478,,54.09,51.99,52.59
Walmart,545319478,,50.33,48.45,48.84
Whole Foods,546802474,55.49,49.29,1.99,
Walmart,546802474,47.3,42.02,40.36,
Trader Joes,546802474,,44.29,42.49,42.99
Wegmans,546802474,,45.19,43.39,43.79
Safeway,546802474,52.49,,44.69,45.19
Wegmans,549109328,,24.79,,
Trader Joes,549109328,27.39,24.29,,23.59
Walmart,549109328,26.03,23.17,22.22,22.44
Safeway,549109328,,,24.59,24.79
Whole Foods,549109328,,,1.99,26.29
Whole Foods,549838046,69.79,61.89,1.99,60.09
Trader Joes,549838046,62.69,,53.49,53.99
Walmart,549838046,,52.83,50.72,51.27
Wegmans,549838046,,,,55.09
Safeway,549838046,65.99,,,
Walmart,549873373,47.62,42.25,,
Whole Foods,549873373,55.79,,,
Wegmans,549873373,,45.39,43.59,44.09
Trader Joes,549873373,,,42.79,43.19
Safeway,549873373,52.69,,44.99,45.39
Safeway,551067349,,,4.99,5.09
Whole Foods,551067349,,5.49,1.99,
Wegmans,551067349,,5.09,4.89,4.89
Walmart,551067349,5.34,,4.62,4.66
Trader Joes,551067349,,,,4.79
Whole Foods,554043945,,21.19,1.99,20.59
Wegmans,554043945,,19.49,18.69,18.89
Walmart,554043945,,18.15,17.44,17.66
Safeway,554043945,,,19.29,19.49
Trader Joes,554043945,21.49,,18.29,18.49
Wegmans,554693845,,3.99,,
Whole Foods,554693845,4.89,4.39,1.99,4.19
Walmart,554693845,,3.7,,3.66
Safeway,554693845,4.69,,3.99,
Trader Joes,554693845,,,,3.79
Walmart,554753210,,34.34,,33.36
Whole Foods,554753210,,40.29,1.99,39.09
Wegmans,554753210,,36.89,35.49,35.79
Trader Joes,554753210,,,,35.09
Safeway,554753210,,,,36.89
Whole Foods,555173446,9.89,8.79,1.99,
Trader Joes,555173446,,,,7.69
Wegmans,555173446,,8.09,,7.89
Safeway,555173446,9.39,,7.99,8.09
Walmart,555173446,8.51,7.56,7.26,
Wegmans,555275616,,41.49,39.79,40.19
Safeway,555275616,,,40.99,41.49
Trader Joes,555275616,45.79,,38.99,
Walmart,555275616,,38.54,,
Whole Foods,555275616,,45.19,1.99,
Wegmans,555531366,,11.89,11.39,11.49
Safeway,555531366,13.79,,11.69,11.89
Walmart,555531366,12.44,11.0,10.67,
Trader Joes,555531366,13.09,,,
Whole Foods,555531366,14.59,12.89,1.99,12.49
Safeway,556223651,,,34.29,34.59
Whole Foods,556223651,,37.79,1.99,36.69
Wegmans,556223651,,34.59,33.29,
Walmart,556223651,,32.24,,31.25
Trader Joes,556223651,,,32.59,32.89
Whole Foods,557031026,,22.09,1.99,21.49
Wegmans,557031026,,20.29,,19.69
Trader Joes,557031026,,19.89,,19.29
Safeway,557031026,,,20.09,
Walmart,557031026,21.36,18.97,18.17,18.31
Wegmans,557394018,,47.19,45.39,45.79
Whole Foods,557394018,,51.49,1.99,49.99
Safeway,557394018,54.79,,46.69,47.19
Walmart,557394018,,,42.22,42.64
Trader Joes,557637639,0.99,,0.79,0.79
Walmart,557637639,0.93,0.84,,0.86
Safeway,557637639,,,0.89,0.89
Wegmans,557637639,,0.89,,0.89
Whole Foods,557637639,1.09,0.89,1.99,0.89
Whole Foods,561425157,15.09,13.39,1.99,12.99
Safeway,561425157,,,,12.29
Wegmans,561425157,,12.29,,11.89
Walmart,561425157,12.8,11.47,,11.15
Walmart,564014969,,9.22,8.83,8.95
Wegmans,564014969,,9.79,,9.59
Safeway,564014969,,,9.69,9.79
Trader Joes,564014969,,,9.29,9.39
Whole Foods,564014969,,10.69,1.99,10.39
Trader Joes,564734116,,,39.09,39.49
Wegmans,564734116,,41.49,39.89,40.29
Walmart,564734116,,38.64,37.17,
Safeway,564734116,48.19,,41.09,41.49
Whole Foods,564734116,,45.29,1.99,43.99
Whole Foods,565021540,22.79,,1.99,19.69
Wegmans,565021540,,18.59,17.89,
Walmart,565021540,,,16.64,
Safeway,565021540,,,18.39,18.59
Trader Joes,565021540,,18.19,,17.69
Walmart,565170341,,9.0,8.73,8.84
Safeway,565170341,11.29,,,9.69
Wegmans,565170341,,9.69,,9.39
Whole Foods,565170341,11.89,10.59,1.99,
Trader Joes,565170341,10.69,,9.09,9.19
Safeway,565229692,57.19,,48.79,49.19
Trader Joes,565229692,,33.89,46.39,46.79
Wegmans,565229692,,49.19,,47.79
Whole Foods,565229692,,53.69,1.99,
Walmart,565229692,51.62,45.85,,44.43
Wegmans,568256903,,52.99,,51.39
Safeway,568256903,,,52.39,52.99
Trader Joes,568256903,58.49,,,50.39
Whole Foods,568256903,65.09,57.79,1.99,56.09
Walmart,568256903,55.56,49.25,,
Wegmans,568480217,,20.79,19.99,20.19
Walmart,568480217,,,18.66,18.85
Trader Joes,568480217,,,,19.79
Safeway,568480217,,,20.59,20.79
Whole Foods,568480217,25.59,22.69,1.99,21.99
Walmart,569684083,23.4,20.8,,20.2
Wegmans,569684083,,22.39,,21.69
Trader Joes,569684083,24.69,,21.09,21.29
Safeway,569684083,,,,22.39
Whole Foods,569684083,27.49,24.39,1.99,23.69
Safeway,571419391,,,,42.09
Whole Foods,571419391,51.79,45.89,,
Trader Joes,571419391,46.49,,39.69,40.09
Wegmans,571419391,,42.09,40.49,40.89
Walmart,571419391,44.11,,,38.0
Whole Foods,571896895,13.09,11.59,,
Trader Joes,571896895,,10.49,,10.19
Walmart,571896895,,9.94,9.57,9.67
Safeway,571896895,12.39,,10.59,10.69
Wegmans,571896895,,,,10.39
Trader Joes,574010167,,,,14.39
Safeway,574010167,,,,15.09
Whole Foods,574010167,18.49,16.49,1.99,
Walmart,574010167,15.83,,13.57,13.64
Wegmans,574010167,,15.09,,14.69
Trader Joes,574169049,16.29,14.49,,13.99
Whole Foods,574169049,18.09,16.09,1.99,15.59
Wegmans,574169049,,14.79,,14.29
Safeway,574169049,,,14.59,14.79
Walmart,574169049,15.51,13.7,13.27,13.34
Wegmans,574404121,,27.29,,26.49
Whole Foods,574404121,,29.69,,
Safeway,574404121,31.59,,26.99,27.29
Walmart,574404121,28.57,25.35,24.35,24.62
Trader Joes,574404121,,,,25.89
Safeway,574686428,43.39,,36.99,37.29
Walmart,574686428,,34.72,33.43,
Trader Joes,574686428,,,,35.49
Wegmans,574686428,,37.29,,36.19
Whole Foods,574686428,45.89,40.69,1.99,39.49
Safeway,575714399,,,13.19,13.29
Whole Foods,575714399,16.39,14.49,1.99,14.09
Trader Joes,575714399,,,12.49,12.69
Wegmans,575714399,,13.29,,12.89
Walmart,575714399,,12.44,11.95,
Whole Foods,576244412,,,1.99,
Trader Joes,576244412,,,,23.59
Walmart,576244412,,23.05,,22.42
Wegmans,576244412,,24.79,23.79,24.09
Safeway,576244412,28.79,,24.49,24.79
Trader Joes,576506037,,41.09,,39.89
Safeway,576506037,,,41.49,41.89
Whole Foods,576506037,51.59,45.69,1.99,
Wegmans,576506037,,41.89,,
Wegmans,579355486,,9.69,9.29,
Walmart,579355486,,9.04,,8.75
Trader Joes,579355486,10.69,9.49,,9.19
Safeway,579355486,,,9.59,9.69
Whole Foods,579355486,11.79,10.49,1.99,10.19
Whole Foods,581030587,15.99,14.19,1.99,
Walmart,581030587,,12.12,,
Safeway,581030587,15.19,,12.89,13.09
Trader Joes,581030587,14.39,12.79,12.29,12.39
Wegmans,581030587,,13.09,12.59,12.69
Whole Foods,581614281,,,1.99,
Walmart,581614281,,42.16,,
Trader Joes,581614281,50.09,44.39,,43.09
Wegmans,581614281,,45.29,,43.99
Safeway,581614281,,,44.89,45.29
Walmart,582214622,17.07,15.13,,
Wegmans,582214622,,16.19,,15.79
Trader Joes,582214622,,,15.29,15.49
Safeway,582214622,,,16.09,16.19
Whole Foods,582214622,19.99,17.69,1.99,17.19
Wegmans,582451335,,56.29,,54.69
Safeway,582451335,65.39,,55.79,56.29
Trader Joes,582451335,62.19,,,53.59
Whole Foods,582451335,69.29,61.39,1.99,59.59
Walmart,582451335,,52.44,50.31,50.82
Wegmans,583297806,,37.59,,36.49
Walmart,583297806,,34.92,33.66,33.94
Safeway,583297806,,,,37.59
Trader Joes,583297806,,36.79,35.39,35.69
Whole Foods,583297806,,40.99,1.99,39.79
Safeway,583333446,,,43.39,43.79
Walmart,583333446,45.94,,,39.65
Whole Foods,583333446,,47.79,1.99,
Trader Joes,583333446,,42.99,,41.69
Wegmans,583333446,,43.79,,42.59
Safeway,583382498,,,18.19,
Walmart,583382498,19.31,,,
Trader Joes,583382498,,,,17.49
Whole Foods,583382498,22.59,19.99,1.99,
Wegmans,583382498,,18.39,17.69,17.79
Trader Joes,583814806,46.09,,,39.69
Whole Foods,583814806,51.29,45.49,1.99,44.19
Safeway,583814806,,,41.29,41.69
Wegmans,583814806,,41.69,,40.49
Walmart,583814806,43.73,38.84,,
Walmart,584200676,,39.06,37.55,37.85
Trader Joes,584200676,,,,39.89
Whole Foods,584200676,51.59,,1.99,44.39
Safeway,584200676,48.69,,41.49,
Wegmans,584200676,,41.89,40.29,40.69
Wegmans,584598491,,,57.19,57.79
Trader Joes,584598491,,58.29,55.99,56.59
Safeway,584598491,,,58.89,
Walmart,584598491,62.32,55.32,,53.75
Whole Foods,584598491,,64.89,1.99,
Wegmans,585091176,,19.59,18.89,18.99
Trader Joes,585091176,21.69,19.19,,18.69
Safeway,585091176,,,19.39,
Walmart,585091176,20.64,18.2,17.51,17.76
Whole Foods,585091176,,21.39,1.99,20.79
Trader Joes,587031338,,55.39,,53.79
Safeway,587031338,65.69,,55.99,
Whole Foods,587031338,69.49,61.69,,59.89
Walmart,587031338,59.35,52.63,50.55,
Wegmans,587031338,,56.59,,54.89
Walmart,587816654,,34.5,33.12,33.5
Trader Joes,587816654,,,,35.29
Whole Foods,587816654,45.59,40.49,1.99,39.29
Wegmans,587816654,,37.09,,35.99
Safeway,587816654,,,36.69,37.09
Safeway,588225773,,,,20.19
Trader Joes,588225773,,,18.99,19.19
Whole Foods,588225773,,,1.99,
Wegmans,588225773,,20.19,,19.59
Walmart,588225773,21.15,,18.05,18.27
Trader Joes,591915659,,,,53.99
Wegmans,591915659,,56.79,,55.09
Walmart,591915659,59.52,52.81,,51.2
Safeway,591915659,,,56.19,56.79
Whole Foods,591915659,,61.89,1.99,60.09
Wegmans,592298415,,,42.29,42.79
Safeway,592298415,,,43.59,44.09
Whole Foods,592298415,,48.09,1.99,46.69
Trader Joes,592298415,,,,41.89
Walmart,592298415,,41.04,,39.81
Walmart,592499340,,2.44,,2.3
Wegmans,592499340,,,2.49,2.49
Trader Joes,592499340,,,2.39,2.49
Whole Foods,592499340,,,1.99,2.69
Safeway,592499340,,,2.49,2.59
Trader Joes,594035260,,57.79,,56.09
Whole Foods,594035260,72.49,64.29,1.99,62.39
Walmart,594035260,,54.86,52.71,
Safeway,594035260,,,58.39,58.99
Wegmans,594035260,,58.99,56.69,57.19
Walmart,594511101,,,16.94,
Safeway,594511101,,,18.69,
Trader Joes,594511101,,,17.79,
Whole Foods,594511101,,20.59,1.99,19.99
Wegmans,594511101,,18.89,,18.29
Safeway,596626474,,,,37.39
Whole Foods,596626474,,40.79,1.99,39.59
Trader Joes,596626474,,,35.19,35.59
Walmart,596626474,,34.77,33.43,
Wegmans,596626474,,37.39,35.89,36.29
Whole Foods,598589918,7.69,6.89,1.99,6.69
Walmart,598589918,,5.92,5.67,
Trader Joes,598589918,,,,5.99
Safeway,598589918,,,6.19,
Wegmans,598589918,,6.29,6.09,6.09
Walmart,599052834,,16.16,15.56,15.6
Wegmans,599052834,,17.29,,16.79
Trader Joes,599052834,19.09,,,16.49
Safeway,599052834,20.09,,,17.29
Whole Foods,599052834,21.29,18.89,1.99,
Trader Joes,599921977,,,,32.29
Safeway,599921977,39.49,,33.59,
Walmart,599921977,,31.63,,30.77
Wegmans,599921977,,33.99,,32.99
Whole Foods,599921977,,37.09,1.99,35.99
Trader Joes,604272498,,0.89,,0.79
Walmart,604272498,0.94,0.85,0.86,0.81
Whole Foods,604272498,,0.89,1.99,
Safeway,604272498,,,0.89,0.89
Wegmans,604272498,,0.89,,0.89
Trader Joes,604540867,,,,12.99
Safeway,604540867,15.89,,13.49,13.69
Whole Foods,604540867,,14.89,1.99,14.49
Walmart,604540867,,12.77,,
Wegmans,604540867,,13.69,,13.29
Wegmans,606279907,,45.39,,44.09
Whole Foods,606279907,,49.49,,
Trader Joes,606279907,,,,43.19
Safeway,606279907,,,44.99,45.39
Walmart,606279907,,42.25,40.67,41.05
Wegmans,606513778,,,,1.89
Safeway,606513778,,,1.99,1.99
Trader Joes,606513778,,,,1.89
Whole Foods,606513778,,2.09,1.99,
Walmart,606513778,,1.87,,1.8
Trader Joes,607409332,,39.49,,38.29
Safeway,607409332,,,39.89,40.29
Walmart,607409332,,37.45,,36.33
Wegmans,607409332,,40.29,,39.09
Whole Foods,607409332,49.49,43.89,1.99,42.59
Whole Foods,612017146,,24.69,1.99,
Wegmans,612017146,,22.69,,21.99
Safeway,612017146,,,22.49,
Trader Joes,612017146,25.09,,,21.59
Walmart,612017146,23.83,21.17,20.35,
Whole Foods,612864775,29.49,26.19,1.99,
Wegmans,612864775,,23.99,,
Safeway,612864775,27.89,,,23.99
Trader Joes,612864775,,,22.59,22.79
Walmart,612864775,25.11,22.3,21.47,
Whole Foods,614172105,40.59,35.99,1.99,
Safeway,614172105,,,32.69,32.99
Wegmans,614172105,,32.99,,31.99
Walmart,614172105,34.63,30.72,29.5,29.84
Trader Joes,614172105,36.39,,,31.39
Walmart,614290704,39.67,,33.81,34.1
Trader Joes,614290704,,37.09,,35.99
Safeway,614290704,,,37.49,37.79
Whole Foods,614290704,46.49,41.29,1.99,40.09
Wegmans,614290704,,37.79,,36.69
Whole Foods,614892418,72.99,,1.99,62.89
Walmart,614892418,,55.22,,
Trader Joes,614892418,,,,56.49
Wegmans,614892418,,59.39,,57.69
Safeway,614892418,,,58.79,59.39
Whole Foods,615121896,49.39,43.79,1.99,
Wegmans,615121896,,40.19,,38.99
Safeway,615121896,,,39.79,40.19
Walmart,615121896,,37.37,,
Walmart,615706094,,41.67,40.02,40.44
Trader Joes,615706094,,,42.09,42.59
Safeway,615706094,,,44.29,44.79
Whole Foods,615706094,54.99,48.79,1.99,
Wegmans,615706094,,,,43.39
Wegmans,616240709,,57.69,55.39,55.99
Walmart,616240709,60.43,,,52.15
Trader Joes,616240709,,,54.29,
Safeway,616240709,,,57.09,57.69
Whole Foods,616240709,70.89,62.89,1.99,
Whole Foods,617543188,,22.89,1.99,22.19
Wegmans,617543188,,20.99,,20.29
Safeway,617543188,,,20.79,20.99
Trader Joes,617543188,,,,19.89
Walmart,617543188,22.06,19.52,18.76,18.91
Walmart,620047925,,43.27,41.57,
Trader Joes,620047925,,,43.69,44.19
Whole Foods,620047925,57.09,50.69,1.99,49.19
Safeway,620047925,,,45.99,46.39
Wegmans,620047925,,46.39,,45.09
Walmart,622287285,3.35,2.95,,2.81
Trader Joes,622287285,3.39,,,2.99
Whole Foods,622287285,,3.39,1.99,3.29
Safeway,622287285,,,,3.09
Wegmans,622287285,,3.09,,2.99
Wegmans,625438627,,59.09,56.79,57.29
Whole Foods,625438627,,64.39,1.99,
Safeway,625438627,,,,59.09
Trader Joes,625438627,,,,56.19
Walmart,625438627,,54.91,52.8,53.3
Whole Foods,627416688,,26.69,1.99,
Safeway,627416688,,,24.19,24.49
Walmart,627416688,25.6,22.84,21.97,22.17
Trader Joes,627416688,,23.99,22.99,23.29
Wegmans,627416688,,24.49,,23.79
Safeway,627807402,,,23.99,24.19
Walmart,627807402,25.32,22.57,,21.84
Wegmans,627807402,,24.19,23.19,23.49
Whole Foods,627807402,29.69,26.39,1.99,25.59
Trader Joes,627807402,,23.69,22.79,22.99
Trader Joes,627831552,58.19,,,50.09
Whole Foods,627831552,64.79,,1.99,
Safeway,627831552,,,52.19,52.69
Wegmans,627831552,,52.69,50.59,51.19
Walmart,627831552,55.21,49.05,47.17,47.52
Whole Foods,628622442,,10.69,1.99,10.39
Wegmans,628622442,,9.79,9.39,9.49
Walmart,628622442,,9.12,,
Trader Joes,628622442,,9.59,9.19,9.29
Safeway,628622442,11.39,,,9.79
Whole Foods,629512894,68.39,60.69,,58.89
Walmart,629512894,,51.73,,50.22
Trader Joes,629512894,,54.49,,52.89
Safeway,629512894,64.59,,55.09,55.59
Wegmans,629512894,,55.59,53.49,53.99
Safeway,631749882,,,20.99,21.29
Whole Foods,631749882,,,1.99,
Trader Joes,631749882,23.49,,,20.19
Walmart,631749882,,19.85,19.03,19.27
Wegmans,631749882,,21.29,,20.59
Walmart,633357974,,9.9,9.51,
Whole Foods,633357974,13.09,,1.99,11.29
Safeway,633357974,12.39,,10.59,10.69
Trader Joes,633357974,11.79,10.39,9.99,10.09
Wegmans,633357974,,,,10.39
Whole Foods,634830299,,,1.99,13.59
Walmart,634830299,13.45,11.95,11.51,11.65
Trader Joes,634830299,,,12.09,12.19
Safeway,634830299,,,12.69,
Wegmans,634830299,,,12.29,12.39
Trader Joes,635609352,18.09,16.09,,15.59
Walmart,635609352,,15.33,14.74,
Safeway,635609352,,,16.29,16.39
Whole Foods,635609352,,17.89,1.99,
Wegmans,635609352,,,,15.99
Wegmans,637471150,,50.49,48.49,48.99
Safeway,637471150,58.59,,49.99,50.49
Trader Joes,637471150,,49.49,47.49,47.99
Walmart,637471150,,46.92,,45.57
Whole Foods,637471150,,55.09,1.99,
Safeway,637601085,,,34.29,34.59
Trader Joes,637601085,,,,32.89
Walmart,637601085,36.36,32.24,30.91,
Wegmans,637601085,,34.59,,33.59
Whole Foods,637601085,,,1.99,
Trader Joes,641131808,29.79,,,25.69
Safeway,641131808,,,,26.99
Whole Foods,641131808,,29.49,,28.59
Wegmans,641131808,,26.99,,26.19
Walmart,641131808,28.33,,24.1,24.42
Safeway,641206219,,,20.69,
Whole Foods,641206219,25.69,22.79,1.99,
Wegmans,641206219,,20.99,20.09,20.29
Walmart,641206219,21.97,,,
Trader Joes,641206219,23.09,,,19.89
Walmart,641701426,,37.61,36.2,36.52
Safeway,641701426,,,,40.49
Trader Joes,641701426,44.69,39.69,38.09,38.49
Wegmans,641701426,,40.49,,39.29
Whole Foods,641701426,,44.19,,
Whole Foods,643048328,,46.39,1.99,44.99
Walmart,643048328,,39.56,38.03,
Trader Joes,643048328,,,40.09,40.49
Safeway,643048328,,,,42.49
Wegmans,643048328,,42.49,40.89,
Whole Foods,643110527,,12.39,1.99,
Trader Joes,643110527,,,10.69,
Wegmans,643110527,,11.39,,10.99
Safeway,643110527,,,11.29,11.39
Walmart,643110527,11.91,10.64,,
Walmart,643610475,,,12.62,12.77
Wegmans,643610475,,14.09,,13.69
Trader Joes,643610475,,,,13.39
Whole Foods,643610475,,15.29,1.99,
Safeway,643610475,,,,14.09
Walmart,643629043,6.85,6.07,5.83,
Whole Foods,643629043,7.89,7.09,1.99,6.89
Safeway,643629043,7.49,,6.39,6.49
Trader Joes,643629043,7.09,,6.09,6.19
Wegmans,643629043,,6.49,,6.29
Whole Foods,643891644,49.69,44.09,1.99,42.79
Safeway,643891644,,,,40.39
Trader Joes,643891644,,,,38.39
Wegmans,643891644,,40.39,38.79,39.19
Walmart,643891644,42.37,37.62,36.11,36.56
Wegmans,643896037,,1.39,1.29,1.29
Whole Foods,643896037,,,1.99,
Safeway,643896037,,,1.39,1.39
Walmart,643896037,,1.33,1.25,
Trader Joes,643896037,,1.29,,1.29
Safeway,644054876,32.99,,28.19,28.49
Whole Foods,644054876,,30.99,1.99,
Walmart,644054876,,26.5,25.47,
Wegmans,644054876,,28.49,,27.59
Trader Joes,644054876,31.39,,,27.09
Safeway,644874729,,,30.49,
Whole Foods,644874729,,33.59,1.99,
Wegmans,644874729,,30.79,,29.89
Walmart,644874729,,28.7,,27.81
Trader Joes,644874729,,30.19,28.99,29.29
Trader Joes,645118810,40.89,,34.89,35.19
Whole Foods,645118810,,40.39,1.99,39.19
Safeway,645118810,,,,36.99
Walmart,645118810,38.82,,33.12,
Wegmans,645118810,,36.99,35.59,35.99
Safeway,645331356,27.19,,23.19,23.39
Whole Foods,645331356,,,1.99,
Wegmans,645331356,,23.39,22.49,22.69
Trader Joes,645331356,,,,22.29
Walmart,645331356,24.57,21.7,20.96,21.17
Safeway,646431619,,,2.39,2.49
Whole Foods,646431619,2.99,2.69,1.99,
Wegmans,646431619,,2.49,,2.39
Walmart,646431619,,2.34,2.27,
Walmart,646726630,,20.83,20.0,20.25
Safeway,646726630,,,22.09,22.39
Whole Foods,646726630,27.49,24.39,1.99,
Wegmans,646726630,,22.39,,21.69
Trader Joes,646726630,,,,21.29
Walmart,647962512,,6.55,,6.31
Wegmans,647962512,,6.99,,6.79
Safeway,647962512,,,6.89,6.99
Trader Joes,647962512,7.69,,6.59,
Whole Foods,647962512,,,1.99,
Safeway,649976289,,,,4.89
Trader Joes,649976289,,,4.59,4.69
Walmart,649976289,5.26,4.66,,4.53
Wegmans,649976289,,4.89,,4.79
Walmart,650943158,,14.0,13.54,
Whole Foods,650943158,,16.39,1.99,15.99
Safeway,650943158,17.49,,14.89,
Trader Joes,650943158,16.59,,14.19,14.29
Wegmans,650943158,,15.09,,14.59
Walmart,651936351,,2.95,,
Whole Foods,651936351,3.79,3.29,1.99,
Safeway,651936351,,,2.99,
Trader Joes,651936351,,,2.89,2.89
Wegmans,651936351,,3.09,,2.99
Whole Foods,652377244,,34.89,1.99,
Safeway,652377244,,,31.69,31.99
Trader Joes,652377244,,,,30.49
Wegmans,652377244,,31.99,30.79,31.09
Walmart,652377244,33.65,29.87,28.65,
Trader Joes,653798822,,,,28.19
Whole Foods,653798822,,32.29,1.99,
Walmart,653798822,,27.57,26.56,
Safeway,653798822,34.39,,29.29,29.59
Wegmans,653798822,,29.59,,28.79
Whole Foods,654081535,33.99,,1.99,29.29
Safeway,654081535,32.09,,27.39,27.69
Trader Joes,654081535,30.49,,,26.29
Walmart,654081535,,25.76,,25.05
Wegmans,654081535,,27.69,,26.79
Whole Foods,654483249,32.69,28.99,1.99,
Safeway,654483249,,,,26.59
Trader Joes,654483249,29.39,,,25.29
Wegmans,654483249,,26.59,,25.79
Walmart,654483249,27.95,24.76,,24.04
Whole Foods,655347860,,58.19,1.99,56.49
Walmart,655347860,,49.63,47.61,
Safeway,655347860,,,52.79,53.29
Wegmans,655347860,,53.29,,51.79
Trader Joes,655347860,,,50.19,50.69
Wegmans,658435562,,35.69,34.29,
Whole Foods,658435562,43.79,,1.99,37.79
Walmart,658435562,,,31.9,
Safeway,658435562,,,35.29,
Trader Joes,658435562,39.39,,,33.89
Walmart,659422945,,4.87,4.76,4.7
Wegmans,659422945,,5.19,,4.99
Whole Foods,659422945,6.39,5.69,1.99,5.49
Safeway,659422945,5.99,,5.09,5.19
Trader Joes,659422945,5.69,,4.89,
Walmart,663501723,,12.81,,12.55
Wegmans,663501723,,13.79,,13.39
Whole Foods,663501723,16.89,14.99,,14.59
Trader Joes,663501723,15.19,,,13.09
Safeway,663501723,,,13.69,13.79
Wegmans,665091890,,5.39,,
Whole Foods,665091890,6.59,5.89,1.99,5.69
Trader Joes,665091890,,5.29,5.09,5.09
Walmart,665091890,,5.07,4.86,4.97
Safeway,665091890,,,5.29,5.39
Whole Foods,667968672,,16.89,1.99,
Trader Joes,667968672,,,14.59,14.69
Walmart,667968672,,14.44,,14.06
Wegmans,667968672,,15.49,14.89,14.99
Safeway,667968672,17.99,,15.29,15.49
Safeway,672429356,8.89,,,7.69
Whole Foods,672429356,9.39,8.39,1.99,8.09
Walmart,672429356,8.06,7.11,6.94,6.93
Wegmans,672429356,,7.69,7.39,7.49
Trader Joes,672429356,,,,7.29
Wegmans,673299284,,9.79,,9.49
Safeway,673299284,,,9.69,9.79
Walmart,673299284,,9.14,,
Whole Foods,673299284,,10.69,1.99,10.39
Trader Joes,673299284,,9.59,9.29,9.39
Trader Joes,674159443,18.39,16.39,15.69,15.89
Walmart,674159443,17.55,,,15.13
Wegmans,674159443,,,15.99,16.19
Safeway,674159443,19.39,,,16.69
Whole Foods,674159443,,18.19,1.99,17.69
Wegmans,675134953,,,,27.99
Whole Foods,675134953,35.49,31.49,1.99,30.49
Safeway,675134953,,,,28.79
Walmart,675134953,,26.8,25.83,26.03
Walmart,676268953,63.07,,,
Trader Joes,676268953,66.39,,,57.19
Safeway,676268953,,,59.49,
Whole Foods,676268953,,65.59,,
Wegmans,676268953,,,57.79,58.39
Wegmans,676274385,,41.99,,40.79
Walmart,676274385,,39.13,37.66,
Trader Joes,676274385,46.39,,,39.99
Safeway,676274385,48.79,,,41.99
Whole Foods,676274385,51.69,45.89,,44.49
Safeway,676939567,,,38.39,
Wegmans,676939567,,38.79,37.29,37.69
Whole Foods,676939567,,42.29,1.99,41.09
Trader Joes,676939567,,37.99,36.59,36.89
Walmart,676939567,,36.12,34.73,
Walmart,677674656,,18.46,17.73,17.97
Safeway,677674656,22.99,,19.59,19.79
Wegmans,677674656,,,19.09,19.29
Trader Joes,677674656,21.89,,18.69,18.89
Whole Foods,677674656,,21.59,1.99,20.99
Whole Foods,678530217,48.79,43.29,1.99,41.99
Trader Joes,678530217,,,37.39,37.79
Walmart,678530217,41.67,,,35.84
Safeway,678530217,,,,39.69
Wegmans,678530217,,39.69,,38.49
Whole Foods,678539677,,30.99,1.99,30.09
Trader Joes,678539677,,,,26.99
Wegmans,678539677,,28.39,,27.59
Walmart,678539677,29.81,26.41,25.46,
Safeway,678539677,32.99,,28.09,
Whole Foods,678675568,,,1.99,
Wegmans,678675568,,20.49,,19.89
Safeway,678675568,,,20.29,20.49
Trader Joes,678675568,,20.09,19.29,19.49
Walmart,678675568,,19.12,18.3,18.57
Safeway,680584021,,,20.29,20.49
Wegmans,680584021,,20.49,19.69,19.89
Trader Joes,680584021,,19.99,19.29,19.49
Walmart,680584021,,19.06,,
Whole Foods,680584021,,22.29,1.99,
Trader Joes,681789308,56.29,,,48.49
Walmart,681789308,53.46,47.41,45.52,46.06
Safeway,681789308,,,50.49,50.99
Whole Foods,681789308,,55.59,1.99,53.99
Wegmans,681789308,,50.99,48.99,49.49
Whole Foods,683028909,55.49,49.29,,47.79
Safeway,683028909,,,44.69,
Walmart,683028909,,,,40.75
Wegmans,683028909,,45.19,,43.79
Trader Joes,683028909,,44.29,42.49,42.99
Whole Foods,683810722,24.29,21.49,1.99,
Wegmans,683810722,,19.69,,19.19
Walmart,683810722,20.76,18.45,,
Safeway,683810722,,,19.49,19.69
Trader Joes,683810722,,19.29,,18.79
Safeway,685061388,57.89,,49.39,49.89
Whole Foods,685061388,,54.39,1.99,52.79
Walmart,685061388,,46.46,,45.05
Wegmans,685061388,,49.89,,48.39
Trader Joes,685061388,55.09,,46.99,47.39
Trader Joes,685715810,,26.09,,25.29
Safeway,685715810,30.89,,26.29,26.59
Wegmans,685715810,,26.59,,25.79
Whole Foods,685715810,32.69,,1.99,
Walmart,685715810,27.97,24.72,23.82,24.0
Whole Foods,687061455,45.79,40.59,1.99,
Trader Joes,687061455,,36.49,35.09,35.39
Wegmans,687061455,,37.19,,36.09
Safeway,687061455,,,36.89,37.19
Walmart,687061455,,34.64,33.32,33.63
Trader Joes,688174297,50.99,45.19,43.49,43.89
Whole Foods,688174297,,50.39,1.99,48.89
Walmart,688174297,48.4,42.91,41.24,
Safeway,688174297,53.59,,45.69,46.19
Wegmans,688174297,,46.19,44.39,44.79
Safeway,688858216,,,17.99,18.19
